1	1	0
0.664248175	0.55761938	0.704278418
0.661341606	0.569047117	0.77439678
0.051951535	-0.005281152	0.118559207
0.835448594	0.860075554	0.823407739
0.560954278	0.499382111	0.441885558
0.144592131	0.196965256	0.1650439
0.274045304	0.185855071	0.294820382
0.295754913	0.279401339	0.291959701
0.301467712	0.402298065	0.166061188
0.768138472	0.71751995	0.738320589
0.922914562	0.954991334	0.948920436
0.979904668	1.079425753	1.047438124
0.525302009	0.409969559	0.388202147
0.539121934	0.546345023	0.515899768
0.18549654	0.248931871	0.174674182
0.550810597	0.540666891	0.629779202
0.28017618	0.259875233	0.302897636
0.439999855	0.473091495	0.527887648
0.466425788	0.481657154	0.437288069
0.743393642	0.742994607	0.869971379
0.765298071	0.772981803	0.756501504
0.733813773	0.802795252	0.710666565
0.79418578	0.794422652	0.816777866
0.603518987	0.558695598	0.625112431
0.38118893	0.344045174	0.472259341
0.777362805	0.794212348	0.755044283
0.215778039	0.206636447	0.20761966
0.380005855	0.363902574	0.353282148
0.763190989	0.773196971	0.791329363
0.15143436	0.105164602	0.136978908
0.756740839	0.806546302	0.771324494
0.835266925	0.786485726	0.800815649
0.760411105	0.731291566	0.768783286
0.951223766	0.928594444	0.917804295
0.474151288	0.391058128	0.500151542
0.827447833	0.860340634	0.832438083
0.002164644	-0.045197328	0.022868045
0.775807544	0.82076218	0.731698758
0.23720093	0.17553669	0.170078914
0.860090066	0.908826008	0.8628422
0.469310223	0.536189627	0.450775346
0.132534888	0.078792989	0.119748339
0.340491392	0.363812695	0.25693353
0.576699996	0.480839221	0.540868443
0.246573885	0.255269982	0.205748913
0.200025612	0.256161553	0.183082215
0.012001775	0.058411451	-0.141166174
0.913670601	0.892113563	1.02361374
1	0	1
0.443818163	0.477496908	0.494549634
0.458608679	0.39900886	0.428704391
0.9808349	1.026888296	0.985288632
0.163478531	0.066712149	0.18800014
0.255771744	0.187686984	0.294288401
0.540827668	0.553024251	0.554225696
0.615023	0.655328659	0.505652288
0.64123745	0.580366781	0.713188621
0.381133259	0.338615673	0.338726196
0.124403147	0.102396551	0.140615031
0.631732562	0.515199483	0.628794245
0.88690702	0.916698576	0.938519309
0.381020429	0.403230449	0.479810767
0.856270715	0.867197858	0.815257585
0.204587199	0.25875611	0.203530163
0.413573083	0.429194022	0.357994106
0.691565613	0.73952807	0.711702441
0.846575758	0.842956195	0.835292778
0.409152704	0.408007355	0.389285222
0.662108344	0.698601159	0.623385376
0.662602893	0.685187125	0.658989475
0.099118579	0.100415192	0.115944095
0.770520884	0.780695546	0.755189715
0.370510013	0.330032934	0.288251017
0.700049154	0.672475285	0.629848089
0.740419736	0.702151181	0.800555044
0.960945158	0.960716398	1.030533511
0.171579649	0.150968197	0.173525983
0.046254889	0.092125544	-0.054599327
0.932767744	0.924782741	1.006728735
0.80713961	0.869218024	0.685006856
0.961036099	0.945860738	0.970498094
0.362729575	0.47713731	0.325390439
0.339631164	0.317461777	0.308330947
0.347107084	0.392350917	0.35429256
0.929537945	1.042181312	0.9201067
0.560748192	0.562711635	0.5854724
0.99030247	0.964470305	0.888250337
0.541267549	0.538496981	0.53146085
0.529156448	0.593731877	0.575422194
0.615222489	0.633635221	0.661468023
0.112971011	0.024012692	0.063632705
0.737865269	0.7868398	0.719946563
0.072947041	0.063550273	0.118496871
0.7775818	0.740151534	0.715981993
0.218451556	0.225073166	0.214956946
0.188834241	0.252958151	0.187890353
0.234934868	0.243828366	0.33100404
0.746194448	0.846891476	0.690604622
0.985380213	0.97549346	0.974889169
0.009488907	0.093816127	-0.023395644
0.781994664	0.789231481	0.735713885
0	1	1
